Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,Observation Status,Unit of measure,Series Category,Series Type,STD_ERR,REF_DATE,Age Group of Women,Time Since First Birth,DEFINITION,INTERVAL,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,Model Used
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1984-06,76.50733416,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1984.5,,,,1,,69.25216251,84.04923307,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1985-06,77.2414449,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1985.5,,,,1,,70.08322226,84.73815291,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1986-06,77.97380323,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1986.5,,,,1,,70.94018957,85.46894089,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1987-06,78.39366676,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1987.5,,,,1,,71.5790535,85.90843727,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1988-06,78.6349092,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1988.5,,,,1,,71.81937626,86.12976885,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1989-06,78.6986639,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1989.5,,,,1,,71.94521918,85.83160444,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1990-06,78.43919926,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1990.5,,,,1,,71.81423001,85.43487937,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1991-06,77.99860849,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1991.5,,,,1,,71.4487238,85.01997734,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1992-06,77.48707487,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1992.5,,,,1,,70.8858719,84.34549396,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1993-06,76.8252364,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1993.5,,,,1,,70.17217633,83.65451176,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1994-06,76.13306264,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1994.5,,,,1,,69.57335921,82.73769658,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1995-06,75.12121197,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1995.5,,,,1,,68.96105757,81.63562255,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1996-06,73.88559335,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1996.5,,,,1,,67.77141734,80.24564579,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1997-06,72.28387248,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1997.5,,,,1,,66.34434898,78.40391621,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1998-06,70.44981875,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1998.5,,,,1,,64.56601431,76.44278209,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,1999-06,68.4130857,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1999.5,,,,1,,62.72170301,74.14891253,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2000-06,66.27300832,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2000.5,,,,1,,60.81406112,71.8291386,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2001-06,64.22587983,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2001.5,,,,1,,58.93764849,69.69338767,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2002-06,62.28652073,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2002.5,,,,1,,57.1106064,67.53550059,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2003-06,60.3141494,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2003.5,,,,1,,55.23995311,65.44907456,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2004-06,58.34214387,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2004.5,,,,1,,53.38646985,63.34060791,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2005-06,56.27726513,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2005.5,,,,1,,51.39159197,61.28558069,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2006-06,54.33154054,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2006.5,,,,1,,49.493021,59.35611814,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2007-06,52.4396402,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2007.5,,,,1,,47.71145027,57.40015036,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2008-06,50.74804408,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2008.5,,,,1,,46.05539494,55.71151563,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2009-06,49.28704463,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2009.5,,,,1,,44.50539044,54.32175573,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2010-06,48.05796696,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2010.5,,,,1,,43.15550749,53.14500729,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2011-06,46.92443799,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2011.5,,,,1,,41.84646375,52.17248346,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2012-06,45.99704967,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2012.5,,,,1,,40.86215384,51.55120696,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2013-06,45.09543482,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2013.5,,,,1,,39.74811246,51.13615347,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2014-06,44.37417547,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2014.5,,,,1,,38.65718308,50.91307559,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2015-06,43.63741938,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2015.5,,,,1,,37.52575406,50.93129388,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2016-06,42.85619977,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2016.5,,,,1,,36.22401281,50.89603513,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2017-06,41.89813548,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2017.5,,,,1,,34.76796697,50.68033134,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2018-06,40.80902458,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2018.5,,,,1,,33.15026265,50.47650357,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2019-06,39.57321256,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2019.5,,,,1,,31.40845605,50.0934499,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2020-06,38.40335809,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2020.5,,,,1,,29.64028375,49.72431923,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2021-06,36.95543815,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2021.5,,,,1,,27.87240432,49.32898307,,,
Nigeria,Mortality rate age 1-11 months,Total,Total,UN IGME estimate,2021,,2022-06,35.43163762,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2022.5,,,,1,,26.1656308,48.70363516,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1967-06,253.2497393,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1967.5,,,,1,,222.8986275,288.8553329,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1968-06,246.6182457,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1968.5,,,,1,,218.0174063,280.7327991,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1969-06,239.9465613,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1969.5,,,,1,,212.5781494,272.6452706,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1970-06,233.0308769,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1970.5,,,,1,,206.5447689,264.2422637,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1971-06,225.6785096,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1971.5,,,,1,,199.9910408,256.3053394,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1972-06,218.0361365,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1972.5,,,,1,,193.3398602,247.1222109,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1973-06,210.3548172,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1973.5,,,,1,,186.9125929,237.602224,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1974-06,202.5754493,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1974.5,,,,1,,180.2339641,227.8826545,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1975-06,195.2287856,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1975.5,,,,1,,173.9147776,218.667759,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1976-06,188.1778756,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1976.5,,,,1,,168.3011427,209.8879042,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1977-06,181.8498913,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1977.5,,,,1,,163.2043039,202.0754275,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1978-06,176.5082126,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1978.5,,,,1,,158.832231,195.5699899,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1979-06,172.0694225,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1979.5,,,,1,,155.3499114,189.512867,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1980-06,168.6146526,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1980.5,,,,1,,152.5215888,185.3742028,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1981-06,166.2501218,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1981.5,,,,1,,150.7673704,182.332393,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1982-06,164.856764,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1982.5,,,,1,,150.122085,180.2165144,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1983-06,164.540853,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1983.5,,,,1,,150.3182785,179.2126001,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1984-06,165.0300777,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1984.5,,,,1,,151.1617574,179.2733265,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1985-06,165.985869,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1985.5,,,,1,,152.4487978,180.0095367,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1986-06,167.1143998,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1986.5,,,,1,,153.9009383,181.1600489,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1987-06,167.8870982,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1987.5,,,,1,,155.1341541,181.840443,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1988-06,168.3566039,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1988.5,,,,1,,155.6637442,181.9670234,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1989-06,168.5527999,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1989.5,,,,1,,155.9085688,181.6911646,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1990-06,168.1564904,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1990.5,,,,1,,155.8945474,181.0224169,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1991-06,167.4740276,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1991.5,,,,1,,155.2471308,180.2315859,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1992-06,166.609269,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1992.5,,,,1,,154.4586564,179.0816125,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1993-06,165.4489104,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1993.5,,,,1,,153.491666,177.883146,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1994-06,164.0947934,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1994.5,,,,1,,152.2844412,176.3231889,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1995-06,162.1010784,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1995.5,,,,1,,150.6224932,174.2309353,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1996-06,159.5431881,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1996.5,,,,1,,148.2295939,171.4389987,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1997-06,156.1495519,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1997.5,,,,1,,145.1595633,167.5752637,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1998-06,152.1001593,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1998.5,,,,1,,141.4497532,163.1563724,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,1999-06,147.5338928,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,1999.5,,,,1,,137.1233685,158.3452761,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2000-06,142.7156936,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2000.5,,,,1,,132.6290708,153.0540521,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2001-06,137.8738573,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2001.5,,,,1,,127.9911276,147.8580703,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2002-06,133.0324547,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2002.5,,,,1,,123.3479939,142.8303045,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2003-06,128.1709099,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2003.5,,,,1,,118.7785155,137.8181092,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2004-06,123.3995286,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2004.5,,,,1,,114.145999,132.9150681,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2005-06,118.6860107,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2005.5,,,,1,,109.6886969,128.1221329,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2006-06,114.3629623,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2006.5,,,,1,,105.5044477,123.5809809,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2007-06,110.3138782,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2007.5,,,,1,,101.3580403,119.7664897,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2008-06,106.7483443,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2008.5,,,,1,,97.73390846,116.3251524,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2009-06,103.7045957,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2009.5,,,,1,,94.52500459,113.54612,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2010-06,101.1864928,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2010.5,,,,1,,91.54617658,111.476539,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2011-06,98.9147366,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2011.5,,,,1,,88.7985588,109.9537352,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2012-06,97.02621204,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2012.5,,,,1,,86.25660069,109.1009664,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2013-06,95.28273311,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2013.5,,,,1,,83.68045299,108.7412711,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2014-06,93.90335153,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2014.5,,,,1,,81.22868368,108.9518526,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2015-06,92.49007222,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2015.5,,,,1,,78.63364137,109.6014057,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2016-06,90.90965578,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2016.5,,,,1,,75.64864545,110.4608572,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2017-06,88.95594238,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2017.5,,,,1,,72.39000727,110.6870213,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2018-06,86.72231083,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2018.5,,,,1,,68.63180794,110.9334005,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2019-06,84.09001632,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2019.5,,,,1,,64.60294653,111.2513383,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2020-06,81.52849538,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2020.5,,,,1,,60.6626326,111.2796911,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2021-06,78.54571023,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2021.5,,,,1,,56.65594551,110.9124031,,,
Nigeria,Mortality rate 1-59 months,Total,Total,UN IGME estimate,2021,,2022-06,75.43771293,,,,,Normal value,"Deaths per 1,000 children aged 1 month",,,,2022.5,,,,1,,52.69882885,110.4161281,,,
Nigeria,Infant mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1986-01,90.85,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,6.11,1986,,,,4,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1989-01,87.22,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,6.58,1989,,,,2,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1991-01,85.32,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,6.57,1991,,,,2,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1993-01,97.95,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,6.1,1993,,,,2,Survey/Census with Full Birth Histories,,,,,
Nigeria,Infant mortality rate,Female,Total,Demographic and Health Survey 2008 (Direct),2008,,1995-01,87.06,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,5.35,1995,,,,2,Survey/Census with Full Birth Histories,,,,,
